无论如何	foce
去年今日此门中	hqtl
明白如话	jeco
盈盈一水间	vvfp
开轩面场圃	fhgn
风景旧曾谙	qjno
无为有处有还无	fosf
玲珑小巧	ggmf
七零八散	adts
一夜鱼龙舞	foqq
而知也无涯	sqci
会挽雕弓如满月	taww
严于律已	afrb
不知何处是他乡	dqev
红掌拨清波	vnai
可怜夜半虚前席	ayou
阅尽人间春色	pbty
白发三千丈	exfs
小人之交甘若醴	mtpg
欢呼雷动	blds
银烛秋光冷画屏	turb
只是朱颜改	ljwb
更与何人说	fseo
两岸青山相对出	fjhx
岂是池中物	jjiw
诗酒趁年华	oide
半江瑟瑟半江红	uigv
三山半落青天外	fjur
万马齐喑究可哀	fxpo
坐看牵牛织女星	ttgj
我笑他人看不穿	qqep
不知细叶谁裁出	dqvx
云中谁寄锦书来	slof
铜雀春深锁二乔	tmge
杨柳岸晓风残月	ffjw
不成人之恶	ddta
人生不相见	twdk
万里悲秋常作客	fklo
登幽州台歌	bjia
一吟双泪流	flbi
骤雨不终日	xddj
燕雀安知鸿鹄之志哉	smod
月儿弯弯照九州	wqpi
唯见长江天际流	lkti
山在虚无缥缈间	jsmp
情人怨遥夜	ytro
剑外忽传收蓟北	trwu
昨夜雨疏风骤	jodx
泪湿春衫袖	iigp
百年多病独登台	dqrv
豆在釜中泣	fsti
四海无闲田	nifj
邀我至田家	eqho
缘愁似个长	vret
酒酣胸胆尚开张	igwv
天接云涛连晓雾	fasd
绿杨烟外晓寒轻	vfuh
丹青难写是精神	whbu
众鸟高飞尽	tyob
漠漠水田飞白鹭	iikn
草木有本心	sfsy
日暮苍山远	jssf
无边丝雨细如愁	fxvr
但见新人笑	ekiq
千古兴亡多少事	wdia
百川东到海	dqai
地崩山摧壮士死	hjjd
战士军前半死生	mhyw
万户捣衣声	fiah
妆罢低声问夫婿	umec
登高壮观天地间	boup
却把青梅嗅	hahl
多情应笑我	ryuq
烟涛微茫信难求	uirf
一生好入名山游	fwci
积雪浮云端	rdii
江流曲似九回肠	iikw
但见泪痕湿	ekii
别意与之谁短长	list
不尽长江滚滚流	dbti
应是绿肥红瘦	ujvp
我歌月徘徊	qawr
西北望长安	duuo
君子忧道不忧贫	xvyt
一道残阳铺水中	fudl
却道海棠依旧	huin
白头宫女在	esos
居人共住武陵源	btsi
歌尽桃花扇底风	abfq
钟山只隔数重山	tjlj
明月楼高休独倚	jwfe
人世几回伤往事	thqa
谁道人生无再少	outm
中间多少行人泪	lpri
潦倒新停浊酒杯	ieif
细草微风岸	vsrj
寥落古行宫	osdo
萋萋满别情	ssiy
怅望千秋一洒泪	yuwi
舞低杨柳楼心月	qefw
向阳花木早逢春	rcsg
都门帐饮无绪	hpmv
血色罗裙翻酒污	qymi
孤蓬万里征	vsfr
明日隔山岳	jjce
多情却被无情恼	ryhy
初日照高林	pjjf
我欲因之梦吴越	qtnd
可怜九月初三夜	ayyo
先遣小姑尝	wlmn
一去紫台连朔漠	fhni
诚知此恨人人有	oqns
时鸣春涧中	jlgl
看你横行到几时	tefj
风掣红旗冻不翻	qwvq
世事茫茫难自料	hasp
随意春芳歇	cigj
金陵王气黯然收	wcgx
其中绰约多仙子	dlvv
宛转蛾眉马前死	ohkd
摊破浣溪沙	adii
林暗草惊风	fjsq
未谙姑食性	hocy
何求美人折	efua
岐王宅里寻常见	jgok
同是宦游人	kjot
童孙未解供耕织	ivhv
梦魂不到关山难	fsdb
珠箔飘灯独自归	gqdu
不得到辽西	drhd
凭轩涕泗流	ehii
不见玉颜空死处	dkge
铁骑突出刀枪鸣	txpl
没在石棱中	isdl
啼时惊妾梦	ljyf
静听松风寒	hlfo
行乐须及春	rttg
幽人应未眠	jtum
称名忆旧容	rryp
深山何处钟	ijet
独自怎生得黑	rtqn
四弦一声如裂帛	nvfe
雪肤花貌参差是	dwsj
直道相思了无益	dufu
大道如青天	gucf
摇落深知宋玉悲	asil
词中有誓两心知	olsq
纷纷暮雪下辕门	vvsp
马嵬坡下泥土中	xjhl
花近高楼伤客心	seoy
枝上柳绵吹又少	fkfm
指挥若定失萧曹	aass
万古云霄一羽毛	fdsr
牵衣顿足拦道哭	goal
幽居在空谷	jbst
乾坤日夜浮	dhji
不把双眉斗画长	dabt
北斗七星高	usao
淡扫蛾眉朝至尊	iaku
苍苍竹林寺	ssqh
回看血泪相和流	ntqi
小园香径独徘徊	mnrr
魂魄不曾来入梦	sedf
伯仲之间见伊吕	eepl
嫁与弄潮儿	csgq
伫倚危楼风细细	eeyv
风暖鸟声碎	qjyd
去年花里逢君别	hqsl
陈王昔时宴平乐	cgst
生存技能	wsav
任尔东西南北风	eyaq
做小动作	emse
人生不如意	twdi
非淡泊无以明志	liih
以及人之幼	xvtv
仕而优则学	esei
往来无白丁	rffa
多费口舌	rvlr
国人皆曰可杀	ntrw
光荣岁月	msjw
见贤思齐焉	knjf
不坠青云之志	dchh
难以理喻	bxgl
唧唧复唧唧	llql
立德立言	iriu
青山依旧在	hjes
山乡巨变	jvgp
月到中秋分外明	whlj
欲把西湖比西子	tadv
又食武昌鱼	byfq
我住长江头	qets
也无风雨也无晴	cfqj
东风夜放花千树	aqof
人不知而不愠	tdqy
去年元夜时	hqfj
苦不聊生	sdaw
乍暖还寒时候	qjde
日日思君不见君	jjjx
乃敢与君绝	vvsv
三军可夺帅也	fyac
飞雪迎春到	vdth
双管猎枪	bqrf
坐收渔人之利	txir
天街小雨润如酥	frmg
铁马冰河入梦来	txsf
去留肝胆两昆仑	htwt
青春作伴好还乡	hgev
国家兴亡匹夫有责	noih
早发白帝城	jxeh
寻隐者不遇	xchk
海上明月共潮生	ikjw
舍身成仁	twde
能不忆江南	vdyd
匹夫不可夺志也	hgdc
疏影横斜水清浅	vjfi
万条垂下绿丝绦	feev
清华东门	ieap
出没风波里	xiqk
夹道欢呼	gubl
可远观而不可亵玩焉	afbf
鸟鸣山更幽	yljj
春江潮水连海平	giih
龙生龙凤生凤	dwdq
头重脚轻根底浅	sqwi
只有香如故	lsrd
子在川上曰	vsqj
常怀千岁忧	nywy
慌张失措	yvqa
深巷明朝卖杏花	isjs
不忍释卷	dbqu
难以逆料	bxup
一回生两回熟	fnwo
九月九日忆山东兄弟	ywyu
非志无以成学	lhfi
行行重行行	rrqr
名利兼收	rrux
家人父子	ottv
疲乏不堪	pqdh
朋友妻不可欺	wsdd
患难相恤	lbfy
出山泉水浊	xjei
妙手偶得之	ctep
千里不留行	wkdr
至今思项羽	htjx
白银盘里一青螺	etqk
三月三日天气新	fwfi
人生不满百	twdd
初闻涕泪满衣裳	ppin
富贵于我如浮云	olfs
一顾倾人城	fseh
秋尽江南草未凋	rbis
孤帆一片日边来	vmff
相逢不相识	fedo
不教胡马度阴山	dhdj
漫卷诗书喜欲狂	iuor
再顾倾人国	gsen
别有天地非人间	lsfp
死去元知万事空	dhfp
竟夕起相思	irdj
万国衣冠拜冕旒	fnoo
梦回吹角连营	fnls
池鱼思故渊	iqji
壮志饥餐胡虏肉	uhrk
荡胸生层云	swws
心似双丝网	yebk
孤云独去闲	vsrp
终南阴岭秀	vdcr
马作的卢飞快	xeey
浓睡不消残酒	imdi
尔来四万八千岁	yfnj
可怜无定河边骨	ayfm
平沙莽莽黄入天	hisf
何事长向别时圆	eatn
燕草如碧丝	sscv
粉骨碎身浑不怕	pmdy
邑有流亡愧俸钱	lsit
古调虽自爱	dole
蛾儿雪柳黄金缕	kqdv
一曲新词酒一杯	fkif
妾住在横塘	iesh
白雨跳珠乱入船	ednq
江春入旧年	igrq
白云回望合	esny
何处不相逢	eede
花褪残红青杏小	spdm
不知心恨谁	dqyo
开国何茫然	fnew
君家何处住	xoee
蚕丛及鱼凫	ftvy
舍南舍北皆春水	tdtk
尚思为国戍轮台	njov
冷落清秋节	ssis
荷风送香气	squq
呕哑嘲哳难为听	llll
还从物外起田园	dtwn
山映斜阳天接水	jjtk
海日生残夜	ijwo
两三点雨山前	ffmu
但愿长醉不复醒	estg
三日入厨下	fjra
自在飞花轻似梦	tsvf
前月浮梁买茶去	uwih
停船暂借问	eqhp
吴宫花草埋幽径	losr
如听仙乐耳暂明	clej
可怜无数山	ayfj
丹青不知老将至	whdh
料得年年肠断处	prqe
山随平野尽	jchb
了却君王天下事	vhxa
却看妻子愁何在	htds
一曲红绡不知数	fkvp
江流石不转	iidh
但见长江送流水	ektk
月既不解饮	wxdr
身登青云梯	wbhf
昔闻洞庭水	spik
郁孤台下清江水	svvk
阴阴夏木啭黄鹂	ccdf
少壮不努力老大徒伤悲	mudl
独自莫凭栏	rtsf
不知江月待何人	dqit
山形依旧枕寒流	jfei
离人心上秋	ptyr
卷地风来忽吹散	uhqs
未解忆长安	hyyo
多病故人疏	rpdv
晴翠接荒城	jxah
好梦留人睡	cftm
满目山河空念远	imjf
对此如何不泪垂	bnce
小学而大遗	misl
花有清香月有阴	ssic
江晚正愁余	ijft
楼阁玲珑五云起	fpgd
秋月春风等闲度	rwgu
二十四桥仍在	sdns
花钿委地无人收	strx
旧时茅店社林边	njsx
秋风吹不尽	rqlb
遗恨失吞吴	lyql
回头下望人寰处	nsae
也傍桑阴学种瓜	cebq
村庄儿女各当家	fuqo
春愁黯黯独成眠	grnm
不见长安见尘雾	dktd
越人语天姥	dtoc
今夜闻君琵琶语	topo
春江花朝秋月夜	giso
生长明妃尚有村	wtjf
耿耿星河欲曙天	aajf
芙蓉塘外有轻雷	sshd
干戈寥落四周星	hgoj
对此欲倒东南倾	bnte
歌管楼台声细细	aqfv
闲坐悲君亦自悲	ptll
欲得周郎顾	trws
多情却似总无情	ryhy
缺月挂疏桐	wwaf
六军不发无奈何	oyde
风流儒雅亦吾师	qieu
似诉平生不得志	eohh
迟迟钟鼓初长夜	bbto
叹息未应闲	lthp
洞在清溪何处边	isix
行舟绿水前	rqvu
黄云万里动风色	ssfy
群山万壑赴荆门	xjfp
醉后各分散	gees
翠翘金雀玉搔头	xaws
所守或匪亲	iogi
十年窗下无人问	dqpp
锦城虽云乐	thlt
势拔五岳掩赤城	aafh
戍客望边色	douy
使人听此凋朱颜	etli
主人下马客在船	otaq
桃花尽日随流水	fsbk
百步九折萦岩峦	dnyp
君王掩面救不得	xgar
单于夜遁逃	ufoq
狐裘不暖锦衾薄	rfds
梦啼妆泪红阑干	fluh
玉楼宴罢醉和春	gfog
渐行渐远渐无书	iriv
蜀江水碧蜀山青	mikh
平林新月人归后	hfie
却嫌脂粉污颜色	hcwy
不觉碧山暮	digs
共看明月应垂泪	stji
飒飒东风细雨来	iiaf
卷帷望月空长叹	umul
始是新承恩泽时	cjij
暮去朝来颜色故	shdd
一夜征人尽望乡	forv
相期邈云汉	fdyi
替人垂泪到天明	gtej
少年十五二十时	mqdj
画图省识春风面	fnmg
醒时同交欢	gjkb
拟把疏狂图一醉	aavg
日暮客愁新	jsoi
往往取酒还独倾	rrae
说尽心中无限事	obya
妆成每被秋娘妒	udqc
春从春游夜专夜	gtgo
三分割据纡筹策	ftoq
我独不得出	qrdx
孤灯不明思欲绝	vudv
杳杳钟声晚	fftj
利欲薰心	rtsy
蜂拥而出	kasx
千磨万击还坚劲	wpfb
居庙堂之高	buno
必先苦其心志	ywsh
人间四月芳菲尽	tpnb
若有所悟	ssiy
民无信不立	cfei
当惊世界殊	myhd
取其精华去其糟粕	adpp
旧貌变新颜	nypi
花重锦官城	sqth
不辞长作岭南人	drtt
恶竹应须斩万竿	aquq
敢想敢说	vfvo
成败萧何	dkse
花市灯如昼	soub
试看天下谁能敌	otfr
大鹏一日同风起	gwfd
欲与天公试比高	tsfo
见不贤而内自省也	kdnc
胸中块垒	wlhv
人活一张脸	tifw
文章千古事	piwa
谁持彩练当空舞	oaeq
捐躯赴国难	awdb
樯橹灰飞烟灭	ffsf
南船北马	dqux
沉醉不知归路	igdn
不远千里而来	dfwf
牢骚太盛防肠断	oxgp
木兰当户织	fumv
立业成家	indo
乡音未改鬓毛衰	viho
莫听穿林打叶声	slph
尔曹身与名俱灭	yswf
谬误百出	oodx
遥看瀑布挂前川	etiq
何妨吟啸且徐行	eclr
君不见黄河之水天上来	xdkf
直教生死相许	dhwo
斜风细雨不须归	tqvu
夜阑卧听风吹雨	opsd
青草池塘处处蛙	hsik
便引诗情到碧霄	evod
长安水边多丽人	tokt
洪钟大吕	itgl
板荡识诚臣	fsos
小人常戚戚	mtnd
大渡桥横铁索寒	gifo
单人匹马	uthx
人生天地间	twfp
前人种树后人乘凉	utrs
不分敌我	dtrq
晓看红湿处	jtve
碧玉妆成一树高	gguo
却道天凉好个秋	hufr
回首向来萧瑟处	nure
自缘身在最高层	tvwb
宝马雕车香满路	oxwn
莫笑农家腊酒浑	sqyi
如临深渊如履薄冰	cnis
雪却输梅一段香	dhhr
柴门闻犬吠	nppl
兴尽晚回舟	ibjq
老骥伏枥志在千里	hxek
我见青山多妩媚	qkhc
梅须逊雪三分白	ftve
一时多少豪杰	fjrf
芙蓉楼送辛渐	ssfi
与尔同销万古愁	sykr
不闻机杼声	dpfh
又恐琼楼玉宇	bfgo
关山度若飞	ujuv
怎一个愁字了得	qftr
为谁辛苦为谁甜	ooor
白云深处有人家	esio
谁家新燕啄春泥	ooii
卧看牵牛织女星	stgj
人间能得几回闻	tpvp
出门俱是看花人	xpet
何处望神州	eeui
梧桐更兼细雨	fffd
挽弓当挽强	avmv
万里赴戎机	fkdf
野径云俱黑	krsn
零丁洋里叹零丁	daia
便纵有千种风情	evsy
豆蔻梢头二月初	fsfp
三国周郎赤壁	fnwb
家家扶得醉人归	ooau
黯然销魂者	nwth
无言独上西楼	furf
僵卧孤村不自哀	esvo
大林寺桃花	gfhs
忽闻岸上踏歌声	wpjh
弓如霹雳弦惊	vcdy
小时不识月	mjdw
天寒白屋贫	foet
迟日江山丽	bjif
试问卷帘人	oput
绿水人家绕	vktv
花月正春风	swfq
秦桑低绿枝	gbef
孤城遥望玉门关	vheu
莫道不销魂	suds
红藕香残玉簟秋	vsrr
剑阁峥嵘而崔嵬	tpjj
题破山寺后禅院	jdjc
从今若许闲乘月	ttsw
别是一番滋味在心头	ljfs
玉树后庭花	gfes
可怜白发生	ayew
云母屏风烛影深	sbbi
寂寞开无主	oofo
更在斜阳外	fstr
拣尽寒枝不肯栖	abof
有暗香盈袖	sjrp
农夫犹饿死	ygrd
偶然值林叟	ewer
今人多不弹	ttrv
白发谁家翁媪	exoc
大儿锄豆溪东	gqta
定不负相思意	odyi
随风满地石乱走	cqid
若待上林花似锦	srkt
向阳花木易为春	rcsg
天下英雄谁敌手	fast
云青青兮欲雨	shhd
星河欲转千帆舞	jitq
妾发初覆额	ixpo
浔阳江头夜送客	icio
影徒随我身	jrcw
烽火扬州路	uuan
不要人夸好颜色	ddty
别是一般滋味在心头	ljfs
山头斜照却相迎	jstt
岭树重遮千里目	jfqm
春来遍是桃花水	gfik
山中一夜雨	jlfd
不见有人还	dksd
由来征战地	kfrh
北风吹雁雪纷纷	uqlv
胡窥青海湾	dphi
若非群玉山头见	slxk
小舟从此逝	mqta
千载琵琶作胡语	wdgo
不才明主弃	dajo
锦城丝管日纷纷	thvv
人生识字忧患始	twoc
不如早还家	dcjo
梨花院落溶溶月	rscw
五陵年少争缠头	fcqs
萧条异代不同时	secj
汉下白登道	iaeu
垂泪对宫娥	eibc
故国不堪回首月明中	dndl
月出惊山鸟	wxyy
楚天千里清秋	ffwr
随风直到夜郎西	cqdd
今年欢笑复明年	tqbq
添酒回灯重开宴	iino
暮霭沉沉楚天阔	sdip
惟见长江天际流	ykti
思归多苦颜	juri
犹似霓裳羽衣舞	redq
小扣柴扉久不开	manf
欸乃一声山水绿	vvfv
笑渐不闻声渐悄	qidy
身多疾病思田里	wrpk
湖月照我影	iwjj
犹为离人照落花	rops
今朝都到眼前来	tdhf
风吹仙袂飘飘举	qlei
昭阳殿里恩爱绝	jcbv
知音世所稀	qihr
月黑雁飞高	wnso
轮台九月风夜吼	hvyl
古木无人径	dffr
香雾云鬟湿	rdsi
烟销日出不见人	utjt
高楼当此夜	ofmo
岁岁金河复玉关	jjwu
去年天气旧亭台	hqfv
我从去年辞帝京	qtho
塞上长城空自许	okto
秋云暗几重	rsjq
日色冷青松	jysf
白波九道流雪山	eiyj
时时误拂弦	jjov
一片降幡出石头	ftcs
家临九江水	onyk
古人学问无遗力	dtix
清辉玉臂寒	imgo
缓歌慢舞凝丝竹	vayq
昔日横波目	sjfm
来从楚国游	ftfi
云霓明灭或可睹	sdjm
独立扬新令	riat
九月寒砧催木叶	ywol
中有一人字太真	lsfd
故垒萧萧芦荻秋	dvsr
剔开红焰救飞蛾	jfvk
风吹柳花满店香	qlfr
断无消息石榴红	pfiv
西当太白有鸟道	dmgu
唯见江心秋月白	lkie
贾氏窥帘韩掾少	dtpm
风波不信菱枝弱	qidv
化为狼与豺	eory
月明松下房栊静	wjfh
感我此言良久立	dqni
早知潮有信	jqie
独立小桥风满袖	rimp
万里黄河绕黑山	fksj
人道寄奴曾住	tuoe
去来江口守空船	hfiq
哭声直上干云霄	lhdd
能以精诚致魂魄	vxpe
暂伴月将影	hewj
为君翻作琵琶行	oxqr
一声何满子	fhev
新妆宜面下朱楼	iuof
来如雷霆收震怒	fcdc
蜻蜓飞上玉搔头	kkvs
敢将十指夸针巧	vudf
白首卧松云	euss
洞庭秋水远连天	iurf
善行无辙迹	urfp
洞房昨夜停红烛	iiju
云边雁断胡天月	sxsw
西山寇盗莫相侵	djoe
明我长相忆	jqty
多情只有春庭月	rylw
强乐还无味	vtdl
陇上羊归塞草烟	ckuu
一万年太久	ffqy
红军不怕远征难	vydb
橘生淮南则为橘	fwif
为有牺牲多壮志	oswh
生于淮北则为枳	wfif
成由勤俭败由奢	dkgg
乱云飞渡仍从容	rsvp
敢叫日月换新天	vljf
五十而知天命	fdsy
那人却在灯火阑珊处	vthe
虽九死其犹未悔	lydy
日啖荔枝三百颗	jlsj
绝口不谈	vldo
不爱红装爱武装	devu
听取蛙声一片	lakt
亦余心之所善兮	ptyt
山寺桃花始盛开	jhff
稻花香里说丰年	rsrq
死者长已矣	dhtv
待到山花烂漫时	rhjj
波平浪静	ihih
草色遥看近却无	syef
复得返自然	qrew
引无数英雄竞折腰	vfpw
却顾所来径	hsir
红旗漫卷西风	voiq
博观而约取	dbsa
久在樊笼里	ysfk
举世皆浊我独清	ihri
独学而无友	riss
勒索敲诈	gdoo
得失寸心知	rqaq
暖风熏得游人醉	jqwg
一唱雄鸡天下白	flse
战地黄花分外香	mhsr
花花型警	ssfs
君住长江头	xets
晴空一鹤排云上	jpfk
误入藕花深处	orse
宛在水中央	oskk
在乎山水之间也	sqjc
北方有佳人	uost
白雪歌送武判官归京	edao
孟母择邻	vbat
带月荷锄归	swsu
奉命于危难之间	gyfp
竹杖芒鞋轻胜马	qfsx
非是藉秋风	ljsq
不知今夕是何年	dqtq
沾衣欲湿杏花雨	iotd
在山泉水清	sjei
深藏身与名	iswr
怎得梅花扑鼻香	qrfr
无为而无不为	foso
丰年留客足鸡豚	dqtw
江湖夜雨十年灯	iiou
君看一叶舟	xtfq
浅草才能没马蹄	isan
桃李春风一杯酒	ffgi
烈火焚烧若等闲	dufp
五洲震荡风雷激	fidi
收取关山五十州	xaui
不要人夸颜色好	ddtc
山气日夕佳	jqje
文章憎命达	piyg
千里快哉风	wkyq
闲敲棋子落灯花	pofs
男儿何不带吴钩	jqet
羁鸟恋旧林	mypf
不知转入此中来	dqhf
但悲不见九州同	eldk
弦断有谁听	vpsl
送孟浩然之广陵	uvic
京口瓜洲一水间	olqp
游褒禅山记	iouo
荷尽已无擎雨盖	sbbu
我辈复登临	qlqn
一日难再晨	fjbj
不戚戚于贫贱	dddk
送杜少府之任蜀州	ufmi
西湖歌舞几时休	diae
只因未到伤心处	lnhe
直把杭州作汴州	dafi
忍顾鹊桥归路	bssn
盛年不重来	dqdf
五十弦翻塞外声	fdvh
木欣欣以向荣	fees
中有千千结	lswv
动如参与商	scvo
江船火独明	iquj
李白乘舟将欲行	ferr
满城春色宫墙柳	ihgf
最喜小儿无赖	jhmf
观千剑而后识器	bwtl
次北固山下	suna
青海长云暗雪山	hitj
文章本天成	pifd
雁门太守行	spgr
只恐双溪舴艋舟	lfbq
鱼戏莲叶东	qbsa
行成于思而毁于随	rdfc
一洗万古凡马空	fifp
郴江幸自绕郴山	fihj
料峭春风吹酒醒	pjgg
蜀道之难难于上青天	mupf
半入江风半入云	uris
中儿正织鸡笼	lqfq
把吴钩看了	altv
门前流水尚能西	puid
江南逢李龟年	ideq
受任于败军之际	eefc
有国有家者	snsh
溪头卧剥莲蓬	isss
而今识尽愁滋味	stol
楚塞三湘接	fofa
与朱元思书	swfv
或恐是同乡	gfjv
新炊间黄粱	iupi
自在娇莺恰恰啼	tscl
大漠沙如雪	giid
鱼戏莲叶南	qbsd
醉里吴音相媚好	gklc
何人不起故园情	etdy
谈笑无还期	oqfd
拂了一身还满	avfi
河汉清且浅	iiii
古来白骨无人收	dfex
风住尘香花已尽	qemb
且向花间留晚照	mrsj
七八个星天外	attr
僧敲月下门	eowp
天南地北双飞客	fdho
不辨仙源何处寻	doex
休将白发唱黄鸡	eueb
长恨此身非我有	tyns
辛苦遭逢起一经	ossv
遥怜小儿女	eymc
梅柳渡江春	ffig
芭蕉不展丁香结	ssdv
此夜曲中闻折柳	nokf
圣人无常师	btfu
志士不饮盗泉之水	hhdk
薄雾浓云愁永昼	sdib
猿猱欲度愁攀援	rrta
一路繁花相送	fnqu
半缘修道半缘君	uvex
山深闻鹧鸪	jipd
尘埃不见咸阳桥	mhdf
诸葛大名垂宇宙	osgo
总是玉关情	ujgy
深坐蹙蛾眉	itdb
竹露滴清响	qdil
泉声咽危石	ehld
生小不相识	wmdo
似花还似非花	esds
欲上青天览明月	tkhw
林表明霁色	fhjy
聒碎乡心梦不成	advd
赢得仓皇北顾	urts
山中相送罢	jlfm
桂魄初生秋露微	fepr
骨肉流离道路中	mkil
美人帐下犹歌舞	utmq
衣裳已施行看尽	onbb
良人罢远征	otmr
路转溪桥忽见	nhik
态浓意远淑且真	giid
故国三千里	dnfk
漂泊西南天地间	iidp
移船相近邀相见	rqfk
也曾因梦送钱财	cunk
我爱夏日长	qedt
九华帐里梦魂惊	yemy
怕得鱼惊不应人	yrqt
惜春长怕花开早	ygtj
蚕眠桑叶稀	fmbr
念桥边红药	tfxs
钿头银篦击节碎	tstd
风多响易沉	qrli
渌水荡漾清猿啼	iksl
